company_name,source_category,sources_count,sources
武汉市华源达科技有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
武汉市圣祥电子科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉市天虹纸塑彩印有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉市宏达液压气动设备制造有限公司,数字化改造验收,2,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps;武汉市人工智能典型应用场景项目名单.docx
武汉市德昌工贸有限责任公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉市思泰利医疗器械发展有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉市明辉气体科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉市昱宸峰科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉市正弦电气技术有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps;武汉市2025年度基础级智能工厂拟认定名单.doc
武汉市汉福专用车有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉市海沁医疗科技有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps;附件3：2026年武汉市“人工智能+医疗”新一代智能终端产品清单.docx
武汉市盘盛精密智能科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉市科迈机械制造有限责任公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉市美林之星实业有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉市艺茂机械有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
武汉市葆春蜂王浆有限责任公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉市衡德实业有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第三批_.wps;武汉市2025年度基础级智能工厂拟认定名单.doc
武汉市豪迈电力自动化技术有限责任公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉市铁研汽车零件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
武汉市黄鹤电线电缆一厂有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉布朗环境能源有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉希泰智能座舱科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉希萌科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉康乐药业股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
武汉建新赵氏汽车零部件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉建鑫冶金机械有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉当代华路光电技术有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx;武汉市2025年度基础级智能工厂拟认定名单.doc
武汉微动机器人科技有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉德泰纳新能源技术有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉心浩智能科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉恒业通气体设备有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉恒发科技有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉恒泰通技术有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉恒立工程钻具股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉恩达通科技有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉惠华三农种业有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉惠尔康扬子江乳业有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉慧康利兹食品有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉成华汽车饰件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉拓格机电有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉振佳宇恒机器人科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
武汉捷特航空科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉提爱思全兴汽车零部件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉攀升鼎承科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉敏芯半导体股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
武汉敢为科技有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps;武汉市人工智能典型应用场景项目名单.docx
武汉新五心食品科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉新佳豪医疗器械有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
武汉新创元半导体有限公司,数字化改造验收,3,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps;2026年基础级智能工厂拟认定名单.docx;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
武汉新华扬生物股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉新锐合金工具有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第三批_.wps
武汉方特工业设备技术有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉旭中旭食品有限责任公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉时和利电气科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉明宇金属件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉明德生物科技股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
武汉易普动力系统有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉星光石油化工设备有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉星创源科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉星图精密有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉显捷电子有限公司,数字化改造验收,3,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps;武汉市2025年度基础级智能工厂拟认定名单.doc;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
武汉普西芯电子技术有限责任公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉普迪真空科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉景炬电气设备有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉晶顺科技开发有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉智迅创源科技发展股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉智领创联科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉朗道工业设备有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉木兰环保设备有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉杭久电气有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉杰合电子有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉柏凯生物科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉格雅科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉梦芯科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉森澜生物科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉楚为生物科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉楚冠捷汽车科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉楚凯机械有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉楚凯汽车零部件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉楚天工业激光设备有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉欣远自控工程有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉正光汽车装备有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉正和瑞达科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉正奥汽车电气系统有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉正源高理光学有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉正荣汽车零部件制造有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉正通传动技术有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉武湖电缆有限公司,数字化改造验收,2,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps;2026年基础级智能工厂拟认定名单.docx
武汉武热研热处理科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第三批_.wps
武汉武耀安全玻璃股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉武船特种船艇有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉武钢好生活服务有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉武锅能源工程有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉每通浩瀚测控科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉比邻科技发展有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉氛围汽车科技有限公司,数字化改造验收,2,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps;武汉市2025年度基础级智能工厂拟认定名单.doc
武汉水精灵水产设备有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉永力睿源科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉永力科技股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉永晴电器有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉永能智翔自动化系统有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉沃兴科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉沃捷汽车部件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉泓铭科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉泛洲精密科技股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉泰诺福伦机械有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉派乐汉堡食品发展有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉浩利丰机械有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉浮玉精密科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉海创电子股份有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉海利特汽车空调配件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉海威船舶与海洋工程科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉海尔热水器有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉海希生物科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉海微科技股份有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx;武汉市人工智能典型应用场景项目名单.docx
武汉海德龙仪表科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉海王新能源工程技术有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉海王机电工程技术有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉源兴汽车配件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉源锦建材科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉滨湖电子有限责任公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉烽火富华电气有限责任公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉烽火锐拓科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
武汉烽理光电技术有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉燎原模塑有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉爱博泰克生物科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉爱机新能源汽车有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉爱疆科技有限公司,数字化改造验收,2,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
武汉特高压电力科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉环试检测设备有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉环达电子科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉珈创生物技术股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
武汉理工氢电科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉理工通宇新源动力有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx;武汉市2025年度基础级智能工厂拟认定名单.doc
武汉瑞弘鑫精密制造有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉瑞普汽车部件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉瑞普赛技术有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉瑞轶电气有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉生一升光电科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉生之源生物科技股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉登奇机电技术有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉百恒汽车零部件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉盛信强橡塑有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉盛势启创科技有限公司,数字化改造验收,2,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps;2026年基础级智能工厂拟认定名单.docx
武汉盛大康成医药科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉盛帆电子股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉相盛科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉睿特富连技术有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉研达兴业科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉祖旺制衣有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉神动汽车电子电器股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉福迪汽车零部件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
武汉禹工水导激光科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉禾达芯微科技发展有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉科前生物股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉科尔精密科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉科思特仪器股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉科浩精密机械制造有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉科源隆盛汽车部件制造有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉科禄格通风设备有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉立世达电力科技有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉筑梦科技有限公司,数字化改造验收,2,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps;附件3-2026年武汉市“人工智能+制造”典型智能终端清单.docx
武汉精密同创机械有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉精武人家食品工业园有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉精臣智慧标识科技有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
武汉红星杨科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉维力克科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉维奥制药有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉维志精密制造有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
武汉绿动氢能能源技术有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉网锐检测科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉翊晟科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第三批_.wps
武汉翔星汽车零部件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第三批_.wps
武汉耀皮康桥汽车玻璃有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉耐斯刀具有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉聚和天成汽车零部件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉育辰飞光电科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉能钠智能装备技术股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第三批_.wps
武汉至驱动力科技有限责任公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉艾特纸塑包装有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉芯丰精密科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉芯树科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉英泰斯特电子技术有限公司,数字化改造验收,3,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps;附件2-2026年武汉市“人工智能+制造”典型工业模型和智能体清单.docx;附件3-2026年武汉市“人工智能+制造”典型智能终端清单.docx
武汉茂恒东安电器有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉菱电汽车电控系统股份有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉菲亚姆电气有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉萃芯微电子有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉西高电器有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉诗兰姆汽车零部件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉诺博特科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉豪迈光电科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉贝特尔科技有限责任公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉贝纳科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
武汉贞坤电子有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉赛凯龙节能科技发展有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉轻购云科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉达姆科技有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉迈信电气技术有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉迈力特通信有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉迈维代谢生物科技股份有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉迈鑫汽车模具有限责任公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第三批_.wps
武汉迪凯光电科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉通威生物科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉通测科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉速科电气有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉道禾智能设备有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉邢仪新未来电力科技股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉酷锘科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉金丰汽配有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉金发科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉金智达汽车零部件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉鑫光传感科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉鑫恒顺科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉鑫润塑业有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉鑫祥旺实业有限责任公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉钢铁江北集团冷弯型钢有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
武汉钢铁江北集团金属制品有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉钢铁集团轧辊有限责任公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉钧恒科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉铭科精技汽车零部件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉银桥南海光电有限公司,数字化改造验收,2,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps;2026年基础级智能工厂拟认定名单.docx
武汉银采天纸业股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉锂鑫智造工程有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉锂鑫自动化科技有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
武汉锅炉股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉锦瑞技术有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
